vi,en
"Khẩn cấp, xe cẩu bị nổ lốp, gọi đội bảo trì!","Urgent, the crane truck has a tire blowout, call the maintenance team!"
"Báo cáo kỹ sư, xe cẩu bị tuột sên.","Report to engineer, the crane truck slipped its chain."
"Trời ơi, máy hàn bị rò điện, gọi thợ sửa đi!","Oh my god, the welding machine has an electrical leakage, call the repairman!"
"Ê bạn ơi, máy hàn không khởi động được, kiểm tra lẹ giùm mình!","Hey buddy, the welding machine won't start, please check it immediately!"
"Lưu ý, máy đóng cọc đang kêu to lắm, gọi thợ sửa đi!","Attention, the pile driver is making a loud noise, call the repairman!"
"Báo cáo công nhân hàn, bơm chìm bị rò điện.","Report to welder, the submersible pump has an electrical leakage."
"Báo cáo tổ đội, cẩu tháp bị nổ lốp.","Report to the crew, the tower crane has a tire blowout."
"Báo cáo giám sát, bơm chìm bị tuột sên.","Report to supervisor, the submersible pump slipped its chain."
"Trời ơi, xe ủi vừa bốc khói, tránh xa ra!","Oh my god, the bulldozer just emitted smoke, stay away!"
"Khẩn cấp, máy đóng cọc bị nổ lốp, tránh xa ra!","Urgent, the pile driver has a tire blowout, stay away!"
"Trời ơi, máy rải nhựa bị nổ lốp, kiểm tra lẹ giùm mình!","Oh my god, the asphalt paver has a tire blowout, please check it immediately!"
"Lưu ý, máy trộn bê tông bị nổ lốp, đổi máy khác!","Attention, the concrete mixer has a tire blowout, switch to another machine!"
"Báo cáo chỉ huy trưởng, máy xúc số ba đang kêu to lắm.","Report to site manager, excavator number three is making a loud noise."
"Báo cáo anh thợ máy, bơm chìm bị rò điện.","Report to mechanic, the submersible pump has an electrical leakage."
"Khẩn cấp, cẩu tháp không khởi động được, gọi đội bảo trì!","Urgent, the tower crane won't start, call the maintenance team!"
"Nhanh lên, máy rải nhựa bị rò điện, đổi máy khác!","Hurry up, the asphalt paver has an electrical leakage, switch to another machine!"
"Lưu ý, xe lu không khởi động được, báo cáo giám sát!","Attention, the road roller won't start, report to the supervisor!"
"Báo cáo cai thầu, máy xúc số ba không khởi động được.","Report to foreman, excavator number three won't start."
"Báo cáo tổ đội, xe ủi vừa bốc khói.","Report to the crew, the bulldozer just emitted smoke."
"Báo cáo chỉ huy trưởng, máy đóng cọc bị kẹt cứng rồi.","Report to site manager, the pile driver is jammed."
"Ê bạn ơi, máy trộn bê tông bị nổ lốp, báo cáo giám sát!","Hey buddy, the concrete mixer has a tire blowout, report to the supervisor!"
"Báo cáo đội trưởng, máy rải nhựa bị rò điện.","Report to crew chief, the asphalt paver has an electrical leakage."
"Báo cáo cai thầu, cẩu tháp bị kẹt cứng rồi.","Report to foreman, the tower crane is jammed."
"Cảnh báo, máy hàn bị nổ lốp, gọi đội bảo trì!","Warning, the welding machine has a tire blowout, call the maintenance team!"
"Khẩn cấp, cẩu tháp không khởi động được, đổi máy khác!","Urgent, the tower crane won't start, switch to another machine!"
"Trời ơi, máy xúc số ba bị tuột sên, gọi thợ sửa đi!","Oh my god, excavator number three slipped its chain, call the repairman!"
"Nhanh lên, xe ủi bị kẹt cứng rồi, gọi đội bảo trì!","Hurry up, the bulldozer is jammed, call the maintenance team!"
"Nhanh lên, máy đóng cọc hư motor rồi, báo cáo giám sát!","Hurry up, the pile driver has motor failure, report to the supervisor!"
"Khẩn cấp, xe lu vừa bốc khói, chụp hình lại!","Urgent, the road roller just emitted smoke, take a picture!"
"Báo cáo kỹ sư, xe cẩu bị nổ lốp.","Report to engineer, the crane truck has a tire blowout."
"Khẩn cấp, máy xúc số ba bị xì nhớt thủy lực, cúp điện khẩn cấp!","Urgent, excavator number three is leaking hydraulic fluid, cut the power urgently!"
"Ê bạn ơi, xe lu hư motor rồi, chụp hình lại!","Hey buddy, the road roller has motor failure, take a picture!"
"Báo cáo kỹ sư, máy xúc số ba hư motor rồi.","Report to engineer, excavator number three has motor failure."
"Lưu ý, máy hàn không khởi động được, gọi đội bảo trì!","Attention, the welding machine won't start, call the maintenance team!"
"Nhanh lên, xe lu bị xì nhớt thủy lực, gọi thợ sửa đi!","Hurry up, the road roller is leaking hydraulic fluid, call the repairman!"
"Trời ơi, máy đóng cọc bị xì nhớt thủy lực, tránh xa ra!","Oh my god, the pile driver is leaking hydraulic fluid, stay away!"
"Báo cáo cai thầu, cẩu tháp vừa bốc khói.","Report to foreman, the tower crane just emitted smoke."
"Báo cáo giám sát, xe lu bị rò điện.","Report to supervisor, the road roller has an electrical leakage."
"Nhanh lên, máy đóng cọc bị kẹt cứng rồi, gọi đội bảo trì!","Hurry up, the pile driver is jammed, call the maintenance team!"
"Báo cáo đội trưởng, xe lu bị kẹt cứng rồi.","Report to crew chief, the road roller is jammed."
"Báo cáo cai thầu, máy trộn bê tông bị kẹt cứng rồi.","Report to foreman, the concrete mixer is jammed."
"Trời ơi, xe lu bị xì nhớt thủy lực, cúp điện khẩn cấp!","Oh my god, the road roller is leaking hydraulic fluid, cut the power urgently!"
"Nhanh lên, xe cẩu bị tuột sên, kiểm tra lẹ giùm mình!","Hurry up, the crane truck slipped its chain, please check it immediately!"
"Báo cáo kỹ sư, bơm chìm bị xì nhớt thủy lực.","Report to engineer, the submersible pump is leaking hydraulic fluid."
"Nhanh lên, máy hàn hư motor rồi, cúp điện khẩn cấp!","Hurry up, the welding machine has motor failure, cut the power urgently!"
"Báo cáo tổ đội, xe cẩu bị rò điện.","Report to the crew, the crane truck has an electrical leakage."
"Ê bạn ơi, máy trộn bê tông bị nổ lốp, đổi máy khác!","Hey buddy, the concrete mixer has a tire blowout, switch to another machine!"
"Ê bạn ơi, bơm chìm đang kêu to lắm, gọi thợ sửa đi!","Hey buddy, the submersible pump is making a loud noise, call the repairman!"
"Báo cáo kỹ sư, máy đóng cọc bị nổ lốp.","Report to engineer, the pile driver has a tire blowout."
"Nhanh lên, máy rải nhựa hư motor rồi, chụp hình lại!","Hurry up, the asphalt paver has motor failure, take a picture!"
"Nhanh lên, máy rải nhựa vừa bốc khói, dừng máy ngay!","Hurry up, the asphalt paver just emitted smoke, stop the machine immediately!"
"Khẩn cấp, xe ủi hư motor rồi, đổi máy khác!","Urgent, the bulldozer has motor failure, switch to another machine!"
"Anh em ơi, máy rải nhựa bị kẹt cứng rồi, gọi thợ sửa đi!","Guys, the asphalt paver is jammed, call the repairman!"
"Cảnh báo, xe ủi bị rò điện, lập biên bản!","Warning, the bulldozer has an electrical leakage, make a report!"
"Báo cáo đội trưởng, xe lu bị tuột sên.","Report to crew chief, the road roller slipped its chain."
"Báo cáo cai thầu, máy rải nhựa vừa bốc khói.","Report to foreman, the asphalt paver just emitted smoke."
"Ê bạn ơi, cẩu tháp bị xì nhớt thủy lực, cúp điện khẩn cấp!","Hey buddy, the tower crane is leaking hydraulic fluid, cut the power urgently!"
"Ê bạn ơi, máy hàn hư motor rồi, chụp hình lại!","Hey buddy, the welding machine has motor failure, take a picture!"
"Báo cáo đội trưởng, xe lu đang kêu to lắm.","Report to crew chief, the road roller is making a loud noise."
"Nhanh lên, máy đóng cọc đang kêu to lắm, tránh xa ra!","Hurry up, the pile driver is making a loud noise, stay away!"
"Báo cáo giám sát, máy hàn vừa bốc khói.","Report to supervisor, the welding machine just emitted smoke."
"Ê bạn ơi, xe cẩu bị xì nhớt thủy lực, kiểm tra lẹ giùm mình!","Hey buddy, the crane truck is leaking hydraulic fluid, please check it immediately!"
"Báo cáo cai thầu, máy trộn bê tông hư motor rồi.","Report to foreman, the concrete mixer has motor failure."
"Khẩn cấp, bơm chìm bị tuột sên, gọi thợ sửa đi!","Urgent, the submersible pump slipped its chain, call the repairman!"
"Báo cáo công nhân hàn, máy hàn bị rò điện.","Report to welder, the welding machine has an electrical leakage."
"Báo cáo giám sát, máy đóng cọc bị kẹt cứng rồi.","Report to supervisor, the pile driver is jammed."
"Báo cáo cai thầu, máy rải nhựa hư motor rồi.","Report to foreman, the asphalt paver has motor failure."
"Cảnh báo, máy trộn bê tông đang kêu to lắm, chụp hình lại!","Warning, the concrete mixer is making a loud noise, take a picture!"
"Báo cáo kỹ sư, bơm chìm hư motor rồi.","Report to engineer, the submersible pump has motor failure."
"Cảnh báo, bơm chìm bị xì nhớt thủy lực, chụp hình lại!","Warning, the submersible pump is leaking hydraulic fluid, take a picture!"
"Anh em ơi, máy trộn bê tông bị xì nhớt thủy lực, kiểm tra lẹ giùm mình!","Guys, the concrete mixer is leaking hydraulic fluid, please check it immediately!"
"Cảnh báo, máy rải nhựa không khởi động được, báo cáo giám sát!","Warning, the asphalt paver won't start, report to the supervisor!"
"Khẩn cấp, máy đóng cọc không khởi động được, chụp hình lại!","Urgent, the pile driver won't start, take a picture!"
"Báo cáo kỹ sư, máy trộn bê tông vừa bốc khói.","Report to engineer, the concrete mixer just emitted smoke."
"Báo cáo chỉ huy trưởng, máy rải nhựa hư motor rồi.","Report to site manager, the asphalt paver has motor failure."
"Báo cáo anh thợ máy, máy rải nhựa không khởi động được.","Report to mechanic, the asphalt paver won't start."
"Báo cáo công nhân hàn, máy trộn bê tông bị xì nhớt thủy lực.","Report to welder, the concrete mixer is leaking hydraulic fluid."
"Báo cáo kỹ sư, cẩu tháp bị rò điện.","Report to engineer, the tower crane has an electrical leakage."
"Báo cáo cai thầu, xe lu bị nổ lốp.","Report to foreman, the road roller has a tire blowout."
"Báo cáo cai thầu, máy hàn bị kẹt cứng rồi.","Report to foreman, the welding machine is jammed."
"Cảnh báo, máy xúc số ba bị nổ lốp, đổi máy khác!","Warning, excavator number three has a tire blowout, switch to another machine!"
"Trời ơi, cẩu tháp không khởi động được, kiểm tra lẹ giùm mình!","Oh my god, the tower crane won't start, please check it immediately!"
"Báo cáo đội trưởng, bơm chìm bị tuột sên.","Report to crew chief, the submersible pump slipped its chain."
"Báo cáo kỹ sư, máy hàn đang kêu to lắm.","Report to engineer, the welding machine is making a loud noise."
"Cảnh báo, xe cẩu đang kêu to lắm, cúp điện khẩn cấp!","Warning, the crane truck is making a loud noise, cut the power urgently!"
"Ê bạn ơi, máy xúc số ba bị rò điện, dừng máy ngay!","Hey buddy, excavator number three has an electrical leakage, stop the machine immediately!"
"Khẩn cấp, máy đóng cọc bị rò điện, dừng máy ngay!","Urgent, the pile driver has an electrical leakage, stop the machine immediately!"
"Báo cáo giám sát, máy trộn bê tông bị nổ lốp.","Report to supervisor, the concrete mixer has a tire blowout."
"Lưu ý, bơm chìm đang kêu to lắm, gọi thợ sửa đi!","Attention, the submersible pump is making a loud noise, call the repairman!"
"Lưu ý, cẩu tháp vừa bốc khói, kiểm tra lẹ giùm mình!","Attention, the tower crane just emitted smoke, please check it immediately!"
"Anh em ơi, máy trộn bê tông bị rò điện, báo cáo giám sát!","Guys, the concrete mixer has an electrical leakage, report to the supervisor!"
"Báo cáo cai thầu, máy rải nhựa không khởi động được.","Report to foreman, the asphalt paver won't start."
"Lưu ý, máy trộn bê tông bị nổ lốp, lập biên bản!","Attention, the concrete mixer has a tire blowout, make a report!"
"Lưu ý, cẩu tháp đang kêu to lắm, chụp hình lại!","Attention, the tower crane is making a loud noise, take a picture!"
"Báo cáo giám sát, xe lu hư motor rồi.","Report to supervisor, the road roller has motor failure."
"Báo cáo chỉ huy trưởng, xe lu hư motor rồi.","Report to site manager, the road roller has motor failure."
